Name,Type,RA,Dec,Const
NGC4801,G,12:54:37.77,+53:05:24.0,UMa
NGC4802,G,12:55:49.64,-12:03:19.1,Crv
NGC4803,G,12:55:33.68,+08:14:25.5,Vir
NGC4804,Dup,12:55:49.64,-12:03:19.1,Crv
NGC4805,*,12:55:24.23,+27:58:52.7,Com
NGC4806,G,12:56:12.40,-29:30:10.6,Hya
NGC4807,G,12:55:29.10,+27:31:17.1,Com
NGC4808,G,12:55:48.95,+04:18:14.8,Vir
NGC4809,G,12:54:51.06,+02:39:14.7,Vir
NGC4810,G,12:54:51.20,+02:38:25.0,Vir
NGC4811,G,12:56:52.36,-41:47:49.9,Cen
NGC4812,G,12:56:52.70,-41:48:48.0,Cen
NGC4813,G,12:56:36.12,-06:49:04.2,Vir
NGC4814,G,12:55:21.94,+58:20:38.8,UMa
NGC4815,OCl,12:57:58.37,-64:57:42.3,Mus
NGC4816,G,12:56:12.15,+27:44:43.7,Com
NGC4817,G,12:56:29.82,+27:56:24.0,Com
NGC4818,G,12:56:48.90,-08:31:31.1,Vir
NGC4819,G,12:56:27.86,+26:59:14.4,Com
NGC4820,G,12:57:00.56,-13:43:09.6,Vir
NGC4821,G,12:56:29.13,+26:57:25.2,Com
NGC4822,G,12:57:03.74,-10:45:42.6,Vir
NGC4823,G,12:57:25.64,-13:41:55.3,Vir
NGC4824,*,12:56:36.37,+27:25:57.5,Com
NGC4825,G,12:57:12.24,-13:39:53.4,Vir
NGC4826,G,12:56:43.64,+21:40:58.7,Com
NGC4827,G,12:56:43.53,+27:10:43.1,Com
NGC4828,G,12:56:42.86,+28:01:13.6,Com
NGC4829,G,12:57:24.48,-13:44:15.0,Vir
NGC4830,G,12:57:27.91,-19:41:28.6,Vir
NGC4831,G,12:57:36.69,-27:17:31.7,Hya
NGC4832,G,12:57:47.53,-39:45:42.1,Cen
NGC4833,GCl,12:59:34.94,-70:52:28.5,Mus
NGC4834,G,12:56:25.28,+52:17:45.1,CVn
NGC4835,G,12:58:07.84,-46:15:51.2,Cen
NGC4835A,G,12:57:13.13,-46:22:28.9,Cen
NGC4836,G,12:57:34.29,-12:44:38.8,Vir
NGC4837,GPair,12:56:49.10,+48:17:55.0,CVn
NGC4837 NED01,G,12:56:48.30,+48:17:48.8,CVn
NGC4837 NED02,G,12:56:49.90,+48:18:00.4,CVn
NGC4838,G,12:57:56.16,-13:03:36.3,Vir
NGC4839,G,12:57:24.36,+27:29:52.1,Com
NGC4840,G,12:57:32.84,+27:36:37.2,Com
NGC4841,GPair,12:57:32.90,+28:28:46.0,Com
NGC4841A,G,12:57:31.95,+28:28:37.0,Com
NGC4841B,G,12:57:33.89,+28:28:56.1,Com
NGC4842,GPair,12:57:35.90,+27:29:21.0,Com
NGC4842A,G,12:57:35.84,+27:29:35.7,Com
NGC4842B,G,12:57:36.14,+27:29:05.3,Com
NGC4843,G,12:58:00.82,-03:37:16.1,Vir
NGC4844,*,12:58:08.26,-13:04:47.7,Vir
NGC4845,G,12:58:01.19,+01:34:33.0,Vir
NGC4846,G,12:57:47.69,+36:22:14.6,CVn
NGC4847,G,12:58:28.95,-13:08:27.3,Vir
NGC4848,G,12:58:05.64,+28:14:33.9,Com
NGC4849,G,12:58:12.68,+26:23:48.8,Com
NGC4850,G,12:58:21.84,+27:58:03.8,Com
NGC4851,G,12:58:21.71,+28:08:55.5,Com
NGC4852,OCl,13:00:04.39,-59:36:34.0,Cen
NGC4853,G,12:58:35.19,+27:35:46.8,Com
NGC4854,G,12:58:47.40,+27:40:29.1,Com
NGC4855,G,12:59:18.45,-13:13:51.7,Vir
NGC4856,G,12:59:21.27,-15:02:31.8,Vir
NGC4857,G,12:57:18.34,+70:12:12.4,Dra
NGC4858,G,12:59:02.04,+28:06:56.7,Com
NGC4859,G,12:59:01.83,+26:48:56.4,Com
NGC4860,G,12:59:03.90,+28:07:25.3,Com
NGC4861,G,12:59:02.34,+34:51:34.0,CVn
NGC4862,G,12:59:30.82,-14:07:56.4,Vir
NGC4863,G,12:59:42.46,-14:01:46.7,Vir
NGC4864,G,12:59:13.11,+27:58:37.2,Com
NGC4865,G,12:59:19.87,+28:05:03.5,Com
NGC4866,G,12:59:27.14,+14:10:15.8,Vir
NGC4867,G,12:59:15.25,+27:58:14.6,Com
NGC4868,G,12:59:08.90,+37:18:37.2,CVn
NGC4869,G,12:59:23.36,+27:54:41.7,Com
NGC4870,G,12:59:17.77,+37:02:54.1,CVn
NGC4871,G,12:59:29.96,+27:57:23.2,Com
NGC4872,G,12:59:34.04,+27:56:49.0,Com
NGC4873,G,12:59:32.79,+27:59:01.0,Com
NGC4874,G,12:59:35.71,+27:57:33.4,Com
NGC4875,G,12:59:37.91,+27:54:26.4,Com
NGC4876,G,12:59:44.41,+27:54:44.9,Com
NGC4877,G,13:00:26.34,-15:17:00.4,Vir
NGC4878,G,13:00:20.17,-06:06:13.8,Vir
NGC4879,*,13:00:25.61,-06:06:40.4,Vir
NGC4880,G,13:00:10.57,+12:28:59.9,Vir
NGC4881,G,12:59:57.60,+28:14:50.6,Com
NGC4882,Dup,13:00:04.44,+27:59:15.3,Com
NGC4883,G,12:59:56.01,+28:02:05.0,Com
NGC4884,Dup,13:00:08.13,+27:58:37.2,Com
NGC4885,G,13:00:33.87,-06:51:11.1,Vir
NGC4886,G,13:00:04.44,+27:59:15.3,Com
NGC4887,G,13:00:39.26,-14:39:58.5,Vir
NGC4888,G,13:00:36.26,-06:04:30.7,Vir
NGC4889,G,13:00:08.13,+27:58:37.2,Com
NGC4890,G,13:00:39.12,-04:36:15.6,Vir
NGC4891,*,13:00:46.99,-13:25:33.4,Vir
NGC4892,G,13:00:03.53,+26:53:53.2,Com
NGC4893,G,12:59:59.61,+37:11:36.2,CVn
NGC4893A,G,12:59:59.84,+37:11:17.3,CVn
NGC4894,G,13:00:16.52,+27:58:03.1,Com
NGC4895,G,13:00:17.93,+28:12:08.3,Com
NGC4895A,G,13:00:09.12,+28:10:13.4,Com
NGC4896,G,13:00:30.78,+28:20:46.4,Com
NGC4897,G,13:00:52.95,-13:26:59.3,Vir
NGC4898,GPair,13:00:18.00,+27:57:26.0,Com
NGC4898A,G,13:00:17.67,+27:57:19.4,Com
NGC4898B,G,13:00:18.09,+27:57:23.6,Com
NGC4899,G,13:00:56.63,-13:56:39.2,Vir
NGC4900,G,13:00:39.11,+02:30:05.2,Vir
NGC4901,G,12:59:56.41,+47:12:20.0,CVn
NGC4902,G,13:00:59.73,-14:30:49.1,Vir
NGC4903,G,13:01:22.77,-30:56:05.9,Cen
NGC4904,G,13:00:58.66,-00:01:39.4,Vir
NGC4905,G,13:01:30.68,-30:52:05.8,Cen
NGC4906,G,13:00:39.77,+27:55:26.0,Com
NGC4907,G,13:00:48.80,+28:09:30.0,Com
NGC4908,G,13:00:54.46,+28:00:27.5,Com
NGC4909,G,13:02:01.85,-42:46:17.1,Cen
NGC4910,Dup,12:58:01.19,+01:34:33.0,Vir
NGC4911,G,13:00:56.08,+27:47:27.0,Com
NGC4912,G,13:01:33.60,+29:07:50.2,Com
NGC4913,G,13:01:43.37,+29:02:40.8,Com
NGC4914,G,13:00:42.95,+37:18:55.0,CVn
NGC4915,G,13:01:28.22,-04:32:47.5,Vir
NGC4916,G,13:02:04.20,+29:15:12.4,Com
NGC4917,G,13:00:55.57,+47:13:19.6,CVn
NGC4918,G,13:01:50.62,-04:30:02.0,Vir
NGC4919,G,13:01:17.59,+27:48:32.7,Com
NGC4920,G,13:02:04.15,-11:22:42.3,Vir
NGC4921,G,13:01:26.15,+27:53:09.4,Com
NGC4922,GPair,13:01:24.90,+29:18:40.0,Com
NGC4922 NED01,G,13:01:24.52,+29:18:30.1,Com
NGC4922 NED02,G,13:01:25.26,+29:18:49.6,Com
NGC4923,G,13:01:31.80,+27:50:51.1,Com
NGC4924,G,13:02:12.85,-14:58:11.4,Vir
NGC4925,G,13:02:07.39,-07:42:38.8,Vir
NGC4926,G,13:01:53.73,+27:37:28.0,Com
NGC4926A,G,13:02:07.88,+27:38:53.9,Com
NGC4927,G,13:01:57.60,+28:00:21.2,Com
NGC4928,G,13:03:00.57,-08:05:05.9,Vir
NGC4929,G,13:02:44.40,+28:02:43.3,Com
NGC4930,G,13:04:05.27,-41:24:41.7,Cen
NGC4931,G,13:03:00.88,+28:01:56.9,Com
NGC4932,G,13:02:37.71,+50:26:18.3,CVn
NGC4933,GTrpl,13:03:57.90,-11:29:52.0,Vir
NGC4933A,G,13:03:54.73,-11:30:18.2,Vir
NGC4933B,G,13:03:56.74,-11:29:53.0,Vir
NGC4933C,G,13:04:01.09,-11:29:26.0,Vir
NGC4934,G,13:03:16.24,+28:01:49.5,Com
NGC4935,G,13:03:21.23,+14:22:39.0,Com
NGC4936,G,13:04:16.89,-30:31:34.5,Cen
NGC4937,*Ass,13:04:51.57,-47:13:09.7,Cen
NGC4938,G,13:02:57.59,+51:19:06.7,CVn
NGC4939,G,13:04:14.39,-10:20:22.6,Vir
NGC4940,G,13:05:00.25,-47:14:12.9,Cen
NGC4941,G,13:04:13.14,-05:33:05.8,Vir
NGC4942,G,13:04:19.11,-07:38:58.0,Vir
NGC4943,G,13:03:44.94,+28:05:03.2,Com
NGC4944,G,13:03:49.95,+28:11:08.6,Com
NGC4945,G,13:05:27.48,-49:28:05.6,Cen
NGC4945A,G,13:06:33.73,-49:41:26.3,Cen
NGC4946,G,13:05:29.38,-43:35:28.1,Cen
NGC4947,G,13:05:20.20,-35:20:14.7,Cen
NGC4947A,G,13:04:20.83,-35:13:40.0,Cen
NGC4948,G,13:04:55.96,-07:56:51.7,Vir
NGC4948A,G,13:05:05.79,-08:09:40.8,Vir
NGC4949,G,13:04:17.92,+29:01:46.3,Com
NGC4950,G,13:05:36.53,-43:30:01.9,Cen
NGC4951,G,13:05:07.70,-06:29:37.8,Vir
NGC4952,G,13:04:58.38,+29:07:20.1,Com
NGC4953,G,13:06:10.47,-37:35:08.7,Cen
NGC4954,G,13:02:19.87,+75:24:15.0,Dra
NGC4955,G,13:06:04.82,-29:45:15.4,Hya
NGC4956,G,13:05:00.94,+35:10:40.9,CVn
NGC4957,G,13:05:12.39,+27:34:11.1,Com
NGC4958,G,13:05:48.88,-08:01:13.0,Vir
NGC4959,G,13:05:41.03,+33:10:44.1,CVn
NGC4960,Dup,13:05:47.57,+27:44:02.9,Com
NGC4961,G,13:05:47.57,+27:44:02.9,Com
NGC4962,Dup,13:04:58.38,+29:07:20.1,Com
NGC4963,G,13:05:51.95,+41:43:18.9,CVn
NGC4964,G,13:05:24.86,+56:19:22.0,UMa
NGC4965,G,13:07:09.38,-28:13:41.5,Hya
NGC4966,G,13:06:17.31,+29:03:46.3,Com
NGC4967,G,13:05:36.43,+53:33:51.4,UMa
NGC4968,G,13:07:05.98,-23:40:37.3,Hya
NGC4969,GPair,13:07:03.00,+13:38:13.0,Vir
NGC4969 NED01,G,13:07:02.74,+13:38:14.5,Vir
NGC4969 NED02,G,13:07:03.47,+13:38:13.6,Vir
NGC4970,G,13:07:33.74,-24:00:30.8,Hya
NGC4971,G,13:06:54.96,+28:32:52.9,Com
NGC4972,Dup,13:02:19.87,+75:24:15.0,Dra
NGC4973,G,13:05:32.15,+53:41:06.5,UMa
NGC4974,G,13:05:55.89,+53:39:33.4,UMa
NGC4975,G,13:07:50.20,-05:01:02.9,Vir
NGC4976,G,13:08:37.53,-49:30:23.1,Cen
NGC4977,G,13:06:04.43,+55:39:21.9,UMa
NGC4978,G,13:07:50.53,+18:24:55.8,Com
NGC4979,G,13:07:42.82,+24:48:38.1,Com
NGC4980,G,13:09:10.08,-28:38:30.4,Hya
NGC4981,G,13:08:48.74,-06:46:39.1,Vir
NGC4982,Other,13:08:46.14,-10:35:19.2,Vir
NGC4983,G,13:08:27.29,+28:19:13.8,Com
NGC4984,G,13:08:57.23,-15:30:58.7,Vir
NGC4985,G,13:08:12.10,+41:40:34.8,CVn
NGC4986,G,13:08:24.46,+35:12:23.2,CVn
NGC4987,G,13:07:59.06,+51:55:45.5,CVn
NGC4988,G,13:09:54.38,-43:06:20.6,Cen
NGC4989,G,13:09:16.05,-05:23:47.1,Vir
NGC4990,G,13:09:17.29,-05:16:22.1,Vir
NGC4991,G,13:09:15.11,+02:20:51.6,Vir
NGC4992,G,13:09:05.60,+11:38:03.0,Vir
NGC4993,G,13:09:47.70,-23:23:02.0,Hya
NGC4994,Dup,13:09:47.70,-23:23:02.0,Hya
NGC4995,G,13:09:40.65,-07:50:00.3,Vir
NGC4996,G,13:09:31.89,+00:51:25.3,Vir
NGC4997,G,13:09:51.70,-16:30:55.7,Vir
NGC4998,G,13:08:10.16,+50:39:49.5,CVn
NGC4999,G,13:09:33.13,+01:40:23.0,Vir
NGC5000,G,13:09:47.49,+28:54:25.0,Com
NGC5001,G,13:09:33.11,+53:29:39.4,UMa
NGC5002,G,13:10:38.01,+36:38:02.1,CVn
NGC5003,G,13:08:37.91,+43:44:15.1,CVn
NGC5004,G,13:11:01.55,+29:38:12.1,Com
NGC5004A,G,13:11:01.70,+29:34:41.8,Com
NGC5004B,G,13:10:47.65,+29:42:35.6,Com
NGC5005,G,13:10:56.23,+37:03:33.1,CVn
NGC5006,G,13:11:45.77,-19:15:42.3,Vir
NGC5007,G,13:09:14.39,+62:10:30.1,UMa
NGC5008,G,14:10:57.24,+25:29:50.0,Boo
NGC5009,G,13:10:47.03,+50:05:34.3,CVn
NGC5010,G,13:12:26.35,-15:47:52.3,Vir
NGC5011,G,13:12:51.86,-43:05:46.4,Cen
NGC5011A,G,13:12:09.72,-43:18:28.3,Cen
NGC5012,G,13:11:37.04,+22:54:55.8,Com
NGC5013,G,13:12:07.35,+03:11:56.6,Vir
NGC5014,G,13:11:31.22,+36:16:55.7,CVn
NGC5015,G,13:12:22.89,-04:20:11.3,Vir
NGC5016,G,13:12:06.68,+24:05:42.0,Com
NGC5017,G,13:12:54.50,-16:45:57.0,Vir
NGC5018,G,13:13:01.03,-19:31:05.5,Vir
NGC5019,G,13:12:42.39,+04:43:46.8,Vir
NGC5020,G,13:12:39.87,+12:35:59.1,Vir
NGC5021,G,13:12:06.27,+46:11:46.1,CVn
NGC5022,G,13:13:30.79,-19:32:47.9,Vir
NGC5023,G,13:12:12.60,+44:02:28.4,CVn
NGC5024,GCl,13:12:55.23,+18:10:08.8,Com
NGC5025,G,13:12:44.75,+31:48:33.8,CVn
NGC5026,G,13:14:13.64,-42:57:40.6,Cen
NGC5027,G,13:13:20.99,+06:03:40.6,Vir
NGC5028,G,13:13:45.86,-13:02:32.9,Vir
NGC5029,G,13:12:37.59,+47:03:47.8,CVn
NGC5030,G,13:13:54.15,-16:29:27.4,Vir
NGC5031,G,13:14:03.22,-16:07:23.2,Vir
NGC5032,G,13:13:26.95,+27:48:08.6,Com
NGC5033,G,13:13:27.47,+36:35:38.2,CVn
NGC5034,G,13:12:19.01,+70:38:57.7,UMi
NGC5035,G,13:14:49.23,-16:29:33.7,Vir
NGC5036,G,13:14:42.84,-04:10:42.9,Vir
NGC5037,G,13:14:59.37,-16:35:25.1,Vir
NGC5038,G,13:15:02.13,-15:57:06.5,Vir
NGC5039,G,13:14:51.92,-04:09:29.4,Vir
NGC5040,G,13:13:32.64,+51:15:30.1,CVn
NGC5041,G,13:14:32.46,+30:42:20.8,Com
NGC5042,G,13:15:31.02,-23:59:02.6,Hya
NGC5043,OCl,13:16:14.66,-60:02:43.8,Cen
NGC5044,G,13:15:23.97,-16:23:07.9,Vir
NGC5045,*Ass,13:16:47.00,-63:25:00.0,Cen
NGC5046,G,13:15:45.12,-16:19:36.6,Vir
NGC5047,G,13:15:48.52,-16:31:08.0,Vir
NGC5048,G,13:16:08.38,-28:24:37.9,Hya
NGC5049,G,13:15:59.30,-16:23:49.8,Vir
NGC5050,G,13:15:41.73,+02:52:44.3,Vir
NGC5051,G,13:16:20.10,-28:17:08.5,Hya
NGC5052,G,13:15:34.89,+29:40:33.9,Com
NGC5053,GCl,13:16:26.99,+17:41:51.9,Com
NGC5054,G,13:16:58.49,-16:38:05.5,Vir
NGC5055,G,13:15:49.33,+42:01:45.4,CVn
NGC5056,G,13:16:12.32,+30:57:01.2,Com
NGC5057,G,13:16:27.77,+31:01:53.4,Com
NGC5058,G,13:16:52.31,+12:32:53.6,Vir
NGC5059,G,13:16:58.46,+07:50:40.2,Vir
NGC5060,G,13:17:16.22,+06:02:14.8,Vir
NGC5061,G,13:18:05.07,-26:50:14.0,Hya
NGC5062,G,13:18:23.62,-35:27:31.2,Cen
NGC5063,G,13:18:25.71,-35:21:08.9,Cen
NGC5064,G,13:18:59.93,-47:54:31.2,Cen
NGC5065,G,13:17:30.61,+31:05:33.7,Com
NGC5066,G,13:18:28.45,-10:14:02.0,Vir
NGC5067,**,13:18:27.76,-10:08:43.0,Vir
NGC5068,G,13:18:54.81,-21:02:20.8,Vir
NGC5069,Dup,13:18:28.45,-10:14:02.0,Vir
NGC5070,G,13:19:12.56,-12:32:23.6,Vir
NGC5071,G,13:18:37.19,+07:56:07.9,Vir
NGC5072,Dup,13:19:12.56,-12:32:23.6,Vir
NGC5073,G,13:19:20.65,-14:50:40.3,Vir
NGC5074,G,13:18:25.77,+31:28:08.7,CVn
NGC5075,G,13:19:06.25,+07:49:51.7,Vir
NGC5076,G,13:19:30.40,-12:44:27.1,Vir
NGC5077,G,13:19:31.67,-12:39:25.1,Vir
NGC5078,G,13:19:49.98,-27:24:37.4,Hya
NGC5079,G,13:19:38.05,-12:41:56.5,Vir
NGC5080,G,13:19:19.22,+08:25:44.9,Vir
NGC5081,G,13:19:08.24,+28:30:24.9,Com
NGC5082,G,13:20:40.03,-43:41:59.8,Cen
NGC5083,G,13:19:03.10,+39:35:21.6,CVn
NGC5084,G,13:20:16.92,-21:49:39.3,Vir
NGC5085,G,13:20:17.75,-24:26:24.5,Hya
NGC5086,**,13:20:59.41,-43:44:00.7,Cen
NGC5087,G,13:20:24.96,-20:36:39.6,Vir
NGC5088,G,13:20:20.25,-12:34:18.4,Vir
NGC5089,G,13:19:39.36,+30:15:23.6,Com
NGC5090,G,13:21:12.82,-43:42:16.4,Cen
NGC5090A,G,13:19:21.11,-43:38:57.8,Cen
NGC5090B,G,13:20:17.52,-43:51:52.8,Cen
NGC5091,G,13:21:17.72,-43:43:10.8,Cen
NGC5092,G,13:19:51.53,+22:59:59.6,Com
NGC5093,G,13:19:37.81,+40:23:10.0,CVn
NGC5094,G,13:20:46.85,-14:04:50.4,Vir
NGC5095,G,13:20:36.87,-02:17:21.6,Vir
NGC5096,GTrpl,13:20:08.70,+33:05:22.0,CVn
NGC5096 NED01,G,13:20:08.69,+33:05:16.6,CVn
NGC5096 NED02,G,13:20:09.16,+33:05:26.7,CVn
NGC5096 NED03,G,13:20:08.09,+33:05:22.5,CVn
NGC5097,G,13:20:59.69,-12:28:16.5,Vir
NGC5098,GPair,13:20:16.20,+33:08:39.0,CVn
NGC5098 NED01,G,13:20:17.75,+33:08:41.1,CVn
NGC5098 NED02,G,13:20:14.73,+33:08:36.3,CVn
NGC5099,G,13:21:19.57,-13:02:32.5,Vir
NGC5100,GPair,13:20:58.60,+08:58:55.0,Vir
NGC5100 NED01,G,13:20:57.58,+08:59:07.7,Vir
NGC5100 NED02,Dup,13:20:59.59,+08:58:41.9,Vir
NGC5101,G,13:21:46.24,-27:25:49.9,Hya
NGC5102,G,13:21:57.61,-36:37:48.9,Cen
NGC5103,G,13:20:30.08,+43:05:02.3,CVn
NGC5104,G,13:21:23.09,+00:20:32.6,Vir
NGC5105,G,13:21:49.09,-13:12:24.4,Vir
NGC5106,G,13:20:59.59,+08:58:41.9,Vir
NGC5107,G,13:21:24.68,+38:32:15.4,CVn
NGC5108,G,13:23:18.84,-32:20:31.6,Cen
NGC5109,G,13:20:52.35,+57:38:41.1,UMa
NGC5110,G,13:22:56.52,-12:57:53.3,Vir
NGC5111,Dup,13:22:56.52,-12:57:53.3,Vir
NGC5112,G,13:21:56.40,+38:44:04.9,CVn
NGC5113,Dup,13:20:52.35,+57:38:41.1,UMa
NGC5114,G,13:24:01.73,-32:20:38.2,Cen
NGC5115,G,13:23:00.38,+13:57:02.4,Vir
NGC5116,G,13:22:55.61,+26:58:50.6,Com
NGC5117,G,13:22:56.48,+28:18:59.2,CVn
NGC5118,G,13:23:27.45,+06:23:33.2,Vir
NGC5119,G,13:24:00.32,-12:16:35.2,Vir
NGC5120,OCl,13:25:39.41,-63:27:30.0,Cen
NGC5121,G,13:24:45.61,-37:40:55.9,Cen
NGC5121A,G,13:25:32.80,-37:22:43.7,Cen
NGC5122,G,13:24:14.94,-10:39:15.4,Vir
NGC5123,G,13:23:10.52,+43:05:10.5,CVn
NGC5124,G,13:24:50.43,-30:18:27.1,Cen
NGC5125,G,13:24:00.71,+09:42:36.7,Vir
NGC5126,G,13:24:53.60,-30:20:01.0,Cen
NGC5127,G,13:23:45.02,+31:33:56.7,CVn
NGC5128,G,13:25:27.62,-43:01:08.8,Cen
NGC5129,G,13:24:10.01,+13:58:35.5,Vir
NGC5130,G,13:24:27.16,-10:12:36.8,Vir
NGC5131,G,13:23:56.94,+30:59:17.0,CVn
NGC5132,G,13:24:28.90,+14:05:33.3,Vir
NGC5133,G,13:24:52.91,-04:04:55.2,Vir
NGC5134,G,13:25:18.55,-21:08:03.0,Vir
NGC5135,G,13:25:44.06,-29:50:01.2,Hya
NGC5136,G,13:24:51.41,+13:44:16.3,Vir
NGC5137,G,13:24:52.50,+14:04:37.9,Vir
NGC5138,OCl,13:27:15.21,-59:02:27.4,Cen
NGC5139,GCl,13:26:45.89,-47:28:36.7,Cen
NGC5140,G,13:26:21.73,-33:52:06.5,Cen
NGC5141,G,13:24:51.44,+36:22:42.7,CVn
NGC5142,G,13:25:01.11,+36:23:58.2,CVn
NGC5143,G,13:25:01.28,+36:26:13.8,CVn
NGC5144,GPair,13:22:53.70,+70:30:44.0,UMi
NGC5144 NED01,G,13:22:53.49,+70:30:36.4,UMi
NGC5144 NED02,G,13:22:54.08,+70:30:53.0,UMi
NGC5145,G,13:25:13.92,+43:16:02.2,CVn
NGC5146,G,13:26:37.49,-12:19:26.3,Vir
NGC5147,G,13:26:19.73,+02:06:03.1,Vir
NGC5148,G,13:26:38.78,+02:18:49.4,Vir
NGC5149,G,13:26:09.15,+35:56:03.9,CVn
NGC5150,G,13:27:36.54,-29:33:44.1,Hya
NGC5151,G,13:26:40.84,+16:52:25.7,Com
NGC5152,G,13:27:51.12,-29:37:07.0,Hya
NGC5153,G,13:27:54.33,-29:37:04.9,Hya
NGC5154,G,13:26:28.54,+36:00:37.0,CVn
NGC5155,*Ass,13:28:35.09,-63:30:31.3,Cen
NGC5156,G,13:28:44.09,-48:55:00.5,Cen
NGC5157,G,13:27:16.85,+32:01:50.6,CVn
NGC5158,G,13:27:46.97,+17:46:43.8,Com
NGC5159,G,13:28:16.17,+02:58:57.6,Vir
NGC5160,**,13:28:21.60,+05:59:45.2,Vir
NGC5161,G,13:29:13.91,-33:10:25.8,Cen
NGC5162,G,13:29:25.93,+11:00:28.4,Vir
NGC5163,G,13:26:54.26,+52:45:12.7,UMa
NGC5164,G,13:27:11.90,+55:29:13.8,UMa
NGC5165,G,13:28:39.18,+11:23:13.4,Vir
NGC5166,G,13:28:15.04,+32:01:56.6,CVn
NGC5167,G,13:28:40.23,+12:42:40.3,Vir
NGC5168,OCl,13:31:05.25,-60:56:21.2,Cen
NGC5169,G,13:28:10.05,+46:40:19.7,CVn
NGC5170,G,13:29:48.79,-17:57:59.1,Vir
NGC5171,G,13:29:21.56,+11:44:06.4,Vir
NGC5172,G,13:29:19.31,+17:03:06.9,Com
NGC5173,G,13:28:25.27,+46:35:29.9,CVn
NGC5174,Dup,13:29:25.93,+11:00:28.4,Vir
NGC5175,*,13:29:26.27,+10:59:42.5,Vir
NGC5176,G,13:29:24.96,+11:46:53.3,Vir
NGC5177,G,13:29:24.26,+11:47:49.3,Vir
NGC5178,G,13:29:29.31,+11:37:29.2,Vir
NGC5179,G,13:29:30.88,+11:44:45.0,Vir
NGC5180,G,13:29:26.96,+16:49:33.0,Com
NGC5181,G,13:29:42.00,+13:18:14.8,Vir
NGC5182,G,13:30:41.11,-28:09:01.1,Hya
NGC5183,G,13:30:06.15,-01:43:14.1,Vir
NGC5184,G,13:30:11.49,-01:39:47.3,Vir
NGC5185,G,13:30:02.25,+13:24:57.8,Vir
NGC5186,G,13:30:03.90,+12:10:30.7,Vir
NGC5187,G,13:29:48.19,+31:07:48.5,CVn
NGC5188,G,13:31:28.28,-34:47:39.9,Cen
NGC5189,PN,13:33:32.91,-65:58:26.6,Mus
NGC5190,G,13:30:38.55,+18:08:04.6,Com
NGC5191,G,13:30:47.36,+11:12:02.7,Vir
NGC5192,G,13:30:51.68,-01:46:43.3,Vir
NGC5193,G,13:31:53.53,-33:14:03.2,Cen
NGC5193A,G,13:31:49.08,-33:14:22.1,Cen
NGC5194,G,13:29:52.71,+47:11:42.6,CVn
NGC5195,G,13:29:59.59,+47:15:58.1,CVn
NGC5196,G,13:31:19.66,-01:36:54.2,Vir
NGC5197,G,13:31:25.13,-01:41:35.0,Vir
NGC5198,G,13:30:11.40,+46:40:14.8,CVn
NGC5199,G,13:30:42.76,+34:49:50.4,CVn
NGC5200,**,13:31:42.46,-00:01:48.6,Vir
NGC5201,G,13:29:16.21,+53:04:55.1,UMa
NGC5202,G,13:32:00.51,-01:41:55.6,Vir
NGC5203,G,13:32:13.40,-08:47:10.4,Vir
NGC5204,G,13:29:36.51,+58:25:07.4,UMa
NGC5205,G,13:30:03.58,+62:30:41.7,UMa
NGC5206,G,13:33:43.98,-48:09:04.2,Cen
NGC5207,G,13:32:13.99,+13:53:32.6,Vir
NGC5208,G,13:32:27.93,+07:18:59.2,Vir
NGC5209,G,13:32:42.54,+07:19:38.1,Vir
NGC5210,G,13:32:49.25,+07:10:12.3,Vir
NGC5211,G,13:33:05.34,-01:02:08.9,Vir
NGC5212,G,13:32:56.05,+07:17:15.9,Vir
NGC5213,GPair,13:34:39.40,+04:08:00.0,Vir
NGC5214,G,13:32:48.70,+41:52:18.6,CVn
NGC5215,GPair,13:35:08.20,-33:29:02.0,Cen
NGC5215A,G,13:35:06.66,-33:28:51.6,Cen
NGC5215B,G,13:35:09.86,-33:28:58.7,Cen
NGC5216,G,13:32:06.89,+62:42:02.5,UMa
NGC5217,G,13:34:05.93,+17:51:24.7,Com
NGC5218,G,13:32:10.38,+62:46:03.9,UMa
NGC5219,Dup,13:38:41.70,-45:51:21.5,Cen
NGC5220,G,13:35:56.67,-33:27:13.7,Cen
NGC5221,G,13:34:55.90,+13:49:57.0,Vir
NGC5222,GPair,13:34:56.70,+13:44:36.0,Vir
NGC5222 NED01,G,13:34:55.95,+13:44:31.8,Vir
NGC5222 NED02,G,13:34:57.59,+13:44:39.4,Vir
NGC5223,G,13:34:25.22,+34:41:25.6,CVn
NGC5224,G,13:35:08.86,+06:28:52.0,Vir
NGC5225,G,13:33:20.16,+51:29:25.2,CVn
NGC5226,G,13:35:03.62,+13:55:19.8,Vir
NGC5227,G,13:35:24.56,+01:24:38.1,Vir
NGC5228,G,13:34:35.06,+34:46:40.1,CVn
NGC5229,G,13:34:02.83,+47:54:55.6,CVn
NGC5230,G,13:35:31.88,+13:40:34.2,Vir
NGC5231,G,13:35:48.25,+02:59:56.1,Vir
NGC5232,G,13:36:08.26,-08:29:51.8,Vir
NGC5233,G,13:35:13.34,+34:40:38.8,CVn
NGC5234,G,13:37:29.94,-49:50:12.9,Cen
NGC5235,G,13:36:01.41,+06:35:07.3,Vir
NGC5236,G,13:37:00.95,-29:51:55.5,Hya
NGC5237,G,13:37:39.05,-42:50:49.1,Cen
