Name,Type,RA,Dec,Const
NGC5238,G,13:34:42.51,+51:36:49.2,CVn
NGC5239,G,13:36:26.20,+07:22:10.5,Boo
NGC5240,G,13:35:55.20,+35:35:17.7,CVn
NGC5241,G,13:36:39.87,-08:24:06.8,Vir
NGC5242,Other,13:37:07.39,+02:46:14.1,Vir
NGC5243,G,13:36:14.95,+38:20:38.1,CVn
NGC5244,G,13:38:41.70,-45:51:21.5,Cen
NGC5245,G,13:37:23.23,+03:53:50.7,Vir
NGC5246,G,13:37:29.37,+04:06:16.0,Vir
NGC5247,G,13:38:03.04,-17:53:02.5,Vir
NGC5248,G,13:37:32.02,+08:53:06.6,Boo
NGC5249,G,13:37:37.50,+15:58:20.0,Boo
NGC5250,G,13:36:07.33,+51:14:08.9,UMa
NGC5251,G,13:37:24.83,+27:25:09.2,Boo
NGC5252,G,13:38:15.96,+04:32:33.3,Vir
NGC5253,G,13:39:55.96,-31:38:24.4,Cen
NGC5254,G,13:39:37.91,-11:29:37.9,Vir
NGC5255,G,13:37:18.12,+57:06:32.2,UMa
NGC5256,GPair,13:38:17.50,+48:16:37.0,UMa
NGC5256 NED01,G,13:38:17.31,+48:16:32.0,UMa
NGC5256 NED02,G,13:38:17.79,+48:16:41.0,UMa
NGC5257,G,13:39:52.91,+00:50:24.0,Vir
NGC5258,G,13:39:57.69,+00:49:51.4,Vir
NGC5259,GPair,13:39:23.90,+30:59:29.0,CVn
NGC5259 NED01,G,13:39:23.13,+30:59:32.5,CVn
NGC5259 NED02,G,13:39:24.67,+30:59:26.9,CVn
NGC5260,G,13:40:19.90,-23:51:29.1,Hya
NGC5261,G,13:40:16.09,+05:04:34.7,Vir
NGC5262,G,13:35:38.58,+75:02:21.9,UMi
NGC5263,G,13:39:55.64,+28:24:02.1,CVn
NGC5264,G,13:41:36.68,-29:54:47.1,Hya
NGC5265,G,13:40:09.11,+36:51:39.9,CVn
NGC5266,G,13:43:02.11,-48:10:09.9,Cen
NGC5266A,G,13:40:37.10,-48:20:31.1,Cen
NGC5267,G,13:40:39.96,+38:47:38.7,CVn
NGC5268,*,13:42:12.59,-13:51:34.4,Vir
NGC5269,OCl,13:44:44.20,-62:54:45.0,Cen
NGC5270,G,13:42:10.88,+04:15:45.3,Vir
NGC5271,G,13:41:42.41,+30:07:31.6,CVn
NGC5272,GCl,13:42:11.23,+28:22:31.6,CVn
NGC5273,G,13:42:08.34,+35:39:15.2,CVn
NGC5274,G,13:42:23.31,+29:50:52.2,CVn
NGC5275,G,13:42:23.56,+29:49:29.6,CVn
NGC5276,G,13:42:22.00,+35:37:26.9,CVn
NGC5277,G,13:42:38.38,+29:57:15.9,CVn
NGC5278,G,13:41:39.62,+55:40:14.3,UMa
NGC5279,G,13:41:43.75,+55:40:25.7,UMa
NGC5280,G,13:42:55.54,+29:52:07.0,CVn
NGC5281,OCl,13:46:35.15,-62:54:59.5,Cen
NGC5282,G,13:43:24.88,+30:04:10.3,CVn
NGC5283,G,13:41:05.76,+67:40:20.3,Dra
NGC5284,*Ass,13:47:23.30,-59:08:57.8,Cen
NGC5285,G,13:44:25.79,+02:06:35.7,Vir
NGC5286,GCl,13:46:26.58,-51:22:24.5,Cen
NGC5287,G,13:44:52.54,+29:46:15.3,CVn
NGC5288,OCl,13:48:44.94,-64:41:07.4,Cir
NGC5289,G,13:45:08.71,+41:30:12.2,CVn
NGC5290,G,13:45:19.18,+41:42:45.3,CVn
NGC5291,G,13:47:24.48,-30:24:25.2,Cen
NGC5292,G,13:47:40.07,-30:56:22.3,Cen
NGC5293,G,13:46:52.68,+16:16:22.3,Boo
NGC5294,G,13:45:18.13,+55:17:27.0,UMa
NGC5295,G,13:38:39.39,+79:27:32.0,Cam
NGC5296,G,13:46:18.66,+43:51:04.9,CVn
NGC5297,G,13:46:23.67,+43:52:20.4,CVn
NGC5298,G,13:48:36.49,-30:25:42.7,Cen
NGC5299,OCl,13:50:26.26,-59:56:51.8,Cen
NGC5300,G,13:48:16.04,+03:57:03.1,Vir
NGC5301,G,13:46:24.67,+46:06:25.4,CVn
NGC5302,G,13:48:49.68,-30:30:40.0,Cen
NGC5303,G,13:47:44.99,+38:18:16.7,CVn
NGC5304,G,13:50:01.48,-30:34:42.5,Cen
NGC5305,G,13:47:55.74,+37:49:34.8,CVn
NGC5306,G,13:49:11.40,-07:13:27.8,Vir
NGC5307,PN,13:51:03.30,-51:12:20.8,Cen
NGC5308,G,13:47:00.43,+60:58:23.4,UMa
NGC5309,G,13:50:10.76,-15:37:06.3,Vir
NGC5310,*,13:49:47.74,+00:04:09.1,Vir
NGC5311,G,13:48:56.08,+39:59:06.4,CVn
NGC5312,G,13:49:50.57,+33:37:18.3,CVn
NGC5313,G,13:49:44.34,+39:59:05.2,CVn
NGC5314,G,13:46:11.40,+70:20:22.4,UMi
NGC5315,PN,13:53:56.89,-66:30:51.0,Cir
NGC5316,OCl,13:53:57.22,-61:52:08.8,Cen
NGC5317,Dup,13:56:12.00,+05:00:52.1,Vir
NGC5318,G,13:50:36.01,+33:42:17.6,CVn
NGC5319,G,13:50:40.66,+33:45:41.6,CVn
NGC5320,G,13:50:20.38,+41:21:58.4,CVn
NGC5321,G,13:50:43.69,+33:37:57.4,CVn
NGC5322,G,13:49:15.27,+60:11:25.9,UMa
NGC5323,G,13:45:36.52,+76:49:42.0,UMi
NGC5324,G,13:52:05.89,-06:03:29.9,Vir
NGC5325,G,13:50:54.21,+38:16:29.2,CVn
NGC5326,G,13:50:50.70,+39:34:29.5,CVn
NGC5327,G,13:52:04.17,-02:12:23.8,Vir
NGC5328,G,13:52:53.31,-28:29:21.8,Hya
NGC5329,G,13:52:10.09,+02:19:30.4,Vir
NGC5330,G,13:52:59.19,-28:28:14.4,Hya
NGC5331,GPair,13:52:16.30,+02:06:10.9,Vir
NGC5331 NED01,G,13:52:16.15,+02:06:03.3,Vir
NGC5331 NED02,G,13:52:16.42,+02:06:31.1,Vir
NGC5332,G,13:52:07.92,+16:58:11.1,Boo
NGC5333,G,13:54:24.22,-48:30:45.1,Cen
NGC5334,G,13:52:54.46,-01:06:52.7,Vir
NGC5335,G,13:52:56.56,+02:48:51.4,Vir
NGC5336,G,13:52:09.80,+43:14:34.5,CVn
NGC5337,G,13:52:23.03,+39:41:14.1,CVn
NGC5338,G,13:53:26.55,+05:12:28.0,Vir
NGC5339,G,13:54:00.27,-07:55:50.4,Vir
NGC5340,G,13:48:59.91,+72:39:13.8,UMi
NGC5341,G,13:52:31.96,+37:49:02.7,CVn
NGC5342,G,13:51:25.85,+59:51:50.2,UMa
NGC5343,G,13:54:11.71,-07:35:17.3,Vir
NGC5344,GPair,13:49:58.03,+73:57:10.4,UMi
NGC5345,G,13:54:14.25,-01:26:11.3,Vir
NGC5346,G,13:53:01.89,+39:34:50.8,CVn
NGC5347,G,13:53:17.83,+33:29:27.0,CVn
NGC5348,G,13:54:11.27,+05:13:38.8,Vir
NGC5349,G,13:53:13.13,+37:52:59.3,CVn
NGC5350,G,13:53:21.63,+40:21:50.2,CVn
NGC5351,G,13:53:27.71,+37:54:53.9,CVn
NGC5352,G,13:53:38.43,+36:08:02.6,CVn
NGC5353,G,13:53:26.69,+40:16:58.9,CVn
NGC5354,G,13:53:26.70,+40:18:09.9,CVn
NGC5355,G,13:53:45.56,+40:20:19.2,CVn
NGC5356,G,13:54:58.46,+05:20:01.4,Vir
NGC5357,G,13:55:59.55,-30:20:29.2,Cen
NGC5358,G,13:54:00.41,+40:16:38.3,CVn
NGC5359,OCl,14:00:09.57,-70:23:32.3,Cir
NGC5360,G,13:55:38.75,+04:59:06.2,Vir
NGC5361,G,13:54:35.23,+38:26:57.9,CVn
NGC5362,G,13:54:53.30,+41:18:48.7,CVn
NGC5363,G,13:56:07.21,+05:15:17.2,Vir
NGC5364,G,13:56:12.00,+05:00:52.1,Vir
NGC5365,G,13:57:50.64,-43:55:52.7,Cen
NGC5365A,G,13:56:39.53,-44:00:33.3,Cen
NGC5365B,G,13:58:39.57,-43:57:49.4,Cen
NGC5366,G,13:56:24.86,-00:14:51.2,Vir
NGC5367,RfN,13:57:43.87,-39:58:42.3,Cen
NGC5368,G,13:54:29.16,+54:19:50.4,UMa
NGC5369,G,13:56:37.62,-05:28:11.6,Vir
NGC5370,G,13:54:09.37,+60:40:41.0,UMa
NGC5371,G,13:55:39.94,+40:27:42.3,CVn
NGC5372,G,13:54:45.99,+58:40:00.7,UMa
NGC5373,G,13:57:07.46,+05:15:06.8,Vir
NGC5374,G,13:57:29.63,+06:05:49.2,Vir
NGC5375,G,13:56:56.00,+29:09:51.7,CVn
NGC5376,G,13:55:16.07,+59:30:23.8,UMa
NGC5377,G,13:56:16.67,+47:14:08.5,CVn
NGC5378,G,13:56:51.02,+37:47:50.1,CVn
NGC5379,G,13:55:34.32,+59:44:34.1,UMa
NGC5380,G,13:56:56.69,+37:36:37.4,CVn
NGC5381,OCl,14:00:41.96,-59:35:12.5,Cen
NGC5382,G,13:58:14.89,+06:15:31.3,Vir
NGC5383,G,13:57:04.97,+41:50:46.5,CVn
NGC5384,G,13:58:12.86,+06:31:05.5,Vir
NGC5385,OCl,13:52:31.92,+76:09:46.0,UMi
NGC5386,G,13:58:22.34,+06:20:20.8,Vir
NGC5387,G,13:58:24.79,+06:04:16.6,Vir
NGC5388,Other,13:58:57.97,-14:09:03.2,Vir
NGC5389,G,13:56:06.33,+59:44:31.4,UMa
NGC5390,Dup,13:55:39.94,+40:27:42.3,CVn
NGC5391,G,13:57:42.78,+46:28:10.5,CVn
NGC5392,G,13:59:24.77,-03:12:33.1,Vir
NGC5393,G,14:00:32.04,-28:52:28.5,Hya
NGC5394,G,13:58:33.65,+37:27:12.5,CVn
NGC5395,G,13:58:37.98,+37:25:28.1,CVn
NGC5396,Dup,13:56:56.00,+29:09:51.7,CVn
NGC5397,G,14:01:10.46,-33:56:45.0,Cen
NGC5398,G,14:01:21.56,-33:03:49.6,Cen
NGC5399,G,13:59:31.42,+34:46:24.9,CVn
NGC5400,G,14:00:37.20,-02:51:28.1,Vir
NGC5401,G,13:59:43.43,+36:14:17.2,CVn
NGC5402,G,13:58:16.55,+59:48:52.4,UMa
NGC5403,G,13:59:50.92,+38:10:57.1,CVn
NGC5404,**,14:01:07.48,+00:05:09.2,Vir
NGC5405,G,14:01:09.47,+07:42:08.2,Boo
NGC5406,G,14:00:20.12,+38:54:55.5,CVn
NGC5407,G,14:00:50.10,+39:09:22.4,CVn
NGC5408,G,14:03:20.91,-41:22:39.7,Cen
NGC5409,G,14:01:46.08,+09:29:25.0,Boo
NGC5410,G,14:00:54.61,+40:59:19.0,CVn
NGC5411,G,14:01:59.26,+08:56:15.7,Boo
NGC5412,G,13:57:13.53,+73:37:00.2,UMi
NGC5413,G,13:57:53.53,+64:54:39.5,Dra
NGC5414,G,14:02:03.52,+09:55:45.5,Boo
NGC5415,G,13:56:56.92,+70:45:15.8,UMi
NGC5416,G,14:02:11.32,+09:26:24.4,Boo
NGC5417,G,14:02:13.04,+08:02:13.6,Boo
NGC5418,G,14:02:17.59,+07:41:03.0,Boo
NGC5419,G,14:03:38.73,-33:58:41.7,Cen
NGC5420,G,14:03:59.90,-14:37:00.7,Vir
NGC5421,GPair,14:01:41.88,+33:49:25.6,CVn
NGC5421 NED01,G,14:01:41.39,+33:49:36.6,CVn
NGC5421 NED02,G,14:01:42.11,+33:49:17.4,CVn
NGC5422,G,14:00:42.04,+55:09:52.1,UMa
NGC5423,G,14:02:48.62,+09:20:29.0,Boo
NGC5424,G,14:02:55.70,+09:25:14.4,Boo
NGC5425,G,14:00:47.67,+48:26:37.9,UMa
NGC5426,G,14:03:24.85,-06:04:08.8,Vir
NGC5427,G,14:03:26.05,-06:01:50.9,Vir
NGC5428,**,14:03:28.03,-05:59:04.1,Vir
NGC5429,**,14:03:33.36,-06:02:17.8,Vir
NGC5430,G,14:00:45.74,+59:19:41.8,UMa
NGC5431,G,14:03:07.15,+09:21:47.0,Boo
NGC5432,Other,14:03:40.65,-05:58:31.6,Vir
NGC5433,G,14:02:36.08,+32:30:37.6,CVn
NGC5434,G,14:03:23.14,+09:26:53.1,Boo
NGC5435,**,14:04:00.05,-05:55:54.0,Vir
NGC5436,G,14:03:41.10,+09:34:24.6,Boo
NGC5437,G,14:03:47.34,+09:31:25.3,Boo
NGC5438,G,14:03:48.00,+09:36:38.1,Boo
NGC5439,G,14:01:57.67,+46:18:42.9,CVn
NGC5440,G,14:03:01.04,+34:45:28.3,CVn
NGC5441,G,14:03:12.00,+34:41:04.6,CVn
NGC5442,G,14:04:43.22,-09:42:49.2,Vir
NGC5443,G,14:02:11.80,+55:48:50.5,UMa
NGC5444,G,14:03:24.13,+35:07:55.6,CVn
NGC5445,G,14:03:31.50,+35:01:31.1,CVn
NGC5446,Dup,14:03:48.00,+09:36:38.1,Boo
NGC5447,HII,14:02:28.40,+54:16:36.9,UMa
NGC5448,G,14:02:50.03,+49:10:21.7,UMa
NGC5449,Other,14:02:27.27,+54:19:48.8,UMa
NGC5450,HII,14:02:29.79,+54:16:15.7,UMa
NGC5451,HII,14:02:37.05,+54:21:45.1,UMa
NGC5452,G,13:54:24.90,+78:13:14.0,UMi
NGC5453,HII,14:02:56.39,+54:18:28.7,UMa
NGC5454,G,14:04:45.71,+14:22:55.4,Boo
NGC5455,HII,14:03:01.17,+54:14:29.3,UMa
NGC5456,G,14:04:58.89,+11:52:17.9,Boo
NGC5457,G,14:03:12.54,+54:20:56.2,UMa
NGC5458,HII,14:03:12.47,+54:17:54.0,UMa
NGC5459,G,14:05:00.19,+13:07:54.8,Boo
NGC5460,OCl,14:07:27.81,-48:20:33.1,Cen
NGC5461,HII,14:03:41.41,+54:19:04.9,UMa
NGC5462,HII,14:03:53.00,+54:21:56.1,UMa
NGC5463,G,14:06:10.54,+09:21:12.4,Boo
NGC5464,G,14:07:04.40,-30:01:01.6,Hya
NGC5465,*,14:06:27.28,-05:30:22.6,Vir
NGC5466,GCl,14:05:27.36,+28:32:04.2,Boo
NGC5467,*,14:06:29.50,-05:28:53.3,Vir
NGC5468,G,14:06:34.89,-05:27:11.2,Vir
NGC5469,G,14:12:29.90,+08:38:52.6,Boo
NGC5470,G,14:06:31.91,+06:01:46.9,Vir
NGC5471,HII,14:04:29.02,+54:23:48.9,UMa
NGC5472,G,14:06:55.02,-05:27:37.7,Vir
NGC5473,G,14:04:43.23,+54:53:33.5,UMa
NGC5474,G,14:05:01.61,+53:39:44.0,UMa
NGC5475,G,14:05:12.41,+55:44:30.7,UMa
NGC5476,G,14:08:08.49,-06:05:31.4,Vir
NGC5477,G,14:05:33.30,+54:27:40.1,UMa
NGC5478,G,14:08:08.51,-01:42:08.3,Vir
NGC5479,G,14:05:57.37,+65:41:26.7,UMi
NGC5480,G,14:06:21.58,+50:43:30.4,UMa
NGC5481,G,14:06:41.27,+50:43:24.0,Boo
NGC5482,G,14:08:30.70,+08:55:54.9,Boo
NGC5483,G,14:10:25.03,-43:19:28.6,Cen
NGC5484,G,14:06:48.22,+55:01:47.7,UMa
NGC5485,G,14:07:11.35,+55:00:06.1,UMa
NGC5486,G,14:07:24.96,+55:06:11.1,UMa
NGC5487,G,14:09:43.90,+08:04:08.9,Boo
NGC5488,G,14:08:03.11,-33:18:53.7,Cen
NGC5489,G,14:12:00.72,-46:05:19.4,Cen
NGC5490,G,14:09:57.29,+17:32:44.0,Boo
NGC5490C,G,14:10:06.91,+17:36:56.7,Boo
NGC5491,G,14:10:57.35,+06:21:53.5,Vir
NGC5492,G,14:10:35.20,+19:36:44.4,Boo
NGC5493,G,14:11:29.38,-05:02:37.0,Vir
NGC5494,G,14:12:24.18,-30:38:38.7,Cen
NGC5495,G,14:12:23.35,-27:06:28.9,Hya
NGC5496,G,14:11:37.86,-01:09:32.8,Vir
NGC5497,G,14:10:31.64,+38:53:36.8,Boo
NGC5498,G,14:11:04.53,+25:41:52.7,Boo
NGC5499,G,14:10:47.65,+35:54:48.6,Boo
NGC5500,G,14:10:15.23,+48:32:46.0,Boo
NGC5501,G,14:12:20.18,+01:16:21.1,Vir
NGC5502,G,14:09:33.95,+60:24:34.5,UMa
NGC5503,Dup,14:09:33.95,+60:24:34.5,UMa
NGC5504,G,14:12:15.81,+15:50:30.9,Boo
NGC5504B,G,14:12:12.72,+15:52:08.0,Boo
NGC5504C,G,14:12:15.79,+15:52:45.6,Boo
NGC5505,G,14:12:31.71,+13:18:17.0,Boo
NGC5506,G,14:13:14.89,-03:12:27.3,Vir
NGC5507,G,14:13:19.87,-03:08:56.0,Vir
NGC5508,G,14:12:29.04,+24:38:07.8,Boo
NGC5509,G,14:12:39.58,+20:23:13.2,Boo
NGC5510,G,14:13:37.22,-17:59:01.7,Vir
NGC5511,G,14:13:05.42,+08:37:54.8,Boo
NGC5512,G,14:12:41.13,+30:51:18.2,Boo
NGC5513,G,14:13:08.63,+20:24:58.6,Boo
NGC5514,GPair,14:13:38.78,+07:39:34.3,Boo
NGC5514 NED01,G,14:13:38.44,+07:39:37.9,Boo
NGC5514 NED02,G,14:13:39.38,+07:39:28.8,Boo
NGC5515,G,14:12:38.17,+39:18:37.0,Boo
NGC5516,G,14:15:54.69,-48:06:53.5,Cen
NGC5517,G,14:12:51.24,+35:42:39.2,Boo
NGC5518,G,14:13:47.68,+20:50:53.9,Boo
NGC5519,G,14:14:20.87,+07:30:57.3,Boo
NGC5520,G,14:12:22.79,+50:20:54.3,Boo
NGC5521,G,14:15:23.72,+04:24:30.7,Vir
NGC5522,G,14:14:50.37,+15:08:48.8,Boo
NGC5523,G,14:14:52.32,+25:19:03.4,Boo
NGC5524,*,14:14:00.64,+36:25:02.5,Boo
NGC5525,G,14:15:39.23,+14:16:57.4,Boo
NGC5526,G,14:13:53.76,+57:46:16.8,UMa
NGC5527,G,14:14:27.23,+36:24:16.2,Boo
NGC5528,G,14:16:19.92,+08:17:36.5,Boo
NGC5529,G,14:15:34.07,+36:13:35.7,Boo
NGC5530,G,14:18:27.15,-43:23:18.9,Lup
NGC5531,GPair,14:16:43.30,+10:53:05.2,Boo
NGC5532,G,14:16:52.95,+10:48:26.6,Boo
NGC5533,G,14:16:07.74,+35:20:37.8,Boo
NGC5534,G,14:17:40.26,-07:25:02.7,Vir
NGC5535,G,14:17:31.27,+08:12:30.2,Boo
NGC5536,G,14:16:23.86,+39:30:07.9,Boo
NGC5537,G,14:17:37.09,+07:03:18.0,Vir
NGC5538,G,14:17:42.49,+07:28:36.0,Boo
NGC5539,G,14:17:37.77,+08:10:46.6,Boo
NGC5540,G,14:14:54.43,+60:00:40.0,UMa
NGC5541,G,14:16:31.80,+39:35:20.6,Boo
NGC5542,G,14:17:53.20,+07:33:31.6,Boo
NGC5543,G,14:18:04.07,+07:39:17.5,Boo
NGC5544,G,14:17:02.52,+36:34:17.7,Boo
NGC5545,G,14:17:05.16,+36:34:30.4,Boo
NGC5546,G,14:18:09.23,+07:33:52.4,Boo
NGC5547,G,14:09:45.20,+78:36:03.8,UMi
NGC5548,G,14:17:59.53,+25:08:12.4,Boo
NGC5549,G,14:18:38.81,+07:22:38.4,Vir
NGC5550,G,14:18:27.97,+12:52:59.1,Boo
NGC5551,G,14:18:54.84,+05:27:05.3,Vir
NGC5552,G,14:19:03.85,+07:01:54.1,Vir
NGC5553,G,14:18:29.73,+26:17:16.2,Boo
NGC5554,G,14:19:15.00,+07:01:16.1,Vir
NGC5555,G,14:18:48.08,-19:08:20.1,Vir
NGC5556,G,14:20:34.09,-29:14:30.4,Hya
NGC5557,G,14:18:25.72,+36:29:36.8,Boo
NGC5558,Dup,14:19:03.85,+07:01:54.1,Vir
NGC5559,G,14:19:12.78,+24:47:55.4,Boo
NGC5560,G,14:20:04.49,+03:59:32.9,Vir
NGC5561,G,14:17:22.83,+58:45:01.8,UMa
NGC5562,G,14:20:11.05,+10:15:46.2,Boo
NGC5563,G,14:20:13.09,+07:03:19.5,Vir
NGC5564,Dup,14:19:15.00,+07:01:16.1,Vir
NGC5565,*,14:19:18.50,+06:59:41.8,Vir
NGC5566,G,14:20:19.89,+03:56:01.5,Vir
NGC5567,G,14:19:17.64,+35:08:16.6,Boo
NGC5568,G,14:19:21.32,+35:05:31.8,Boo
NGC5569,G,14:20:32.09,+03:58:59.6,Vir
NGC5570,Dup,14:14:20.87,+07:30:57.3,Boo
NGC5571,Other,14:19:32.03,+35:09:03.4,Boo
NGC5572,G,14:19:35.30,+36:08:26.4,Boo
NGC5573,G,14:20:41.51,+06:54:26.3,Vir
NGC5574,G,14:20:55.97,+03:14:16.8,Vir
NGC5575,G,14:20:59.41,+06:12:09.6,Vir
NGC5576,G,14:21:03.68,+03:16:15.6,Vir
NGC5577,G,14:21:13.11,+03:26:08.8,Vir
NGC5578,Dup,14:20:59.41,+06:12:09.6,Vir
NGC5579,G,14:20:26.48,+35:11:19.7,Boo
NGC5580,G,14:21:38.41,+35:12:17.5,Boo
NGC5581,G,14:21:16.31,+23:28:48.1,Boo
NGC5582,G,14:20:43.12,+39:41:36.9,Boo
NGC5583,G,14:21:40.50,+13:13:56.6,Boo
NGC5584,G,14:22:23.77,-00:23:15.6,Vir
NGC5585,G,14:19:48.20,+56:43:44.6,UMa
NGC5586,Other,14:22:07.66,+13:11:03.4,Boo
NGC5587,G,14:22:10.71,+13:55:05.0,Boo
NGC5588,G,14:21:25.11,+35:16:14.3,Boo
NGC5589,Dup,14:21:25.11,+35:16:14.3,Boo
NGC5590,Dup,14:21:38.41,+35:12:17.5,Boo
NGC5591,GPair,14:22:34.00,+13:43:00.0,Boo
NGC5591 NED01,G,14:22:33.29,+13:43:01.9,Boo
NGC5591 NED02,G,14:22:34.76,+13:43:02.5,Boo
NGC5592,G,14:23:55.05,-28:41:17.0,Hya
NGC5593,OCl,14:25:39.18,-54:47:55.3,Lup
NGC5594,G,14:23:10.31,+26:15:56.9,Boo
NGC5595,G,14:24:13.24,-16:43:22.8,Lib
NGC5596,G,14:22:28.74,+37:07:19.9,Boo
NGC5597,G,14:24:27.44,-16:45:45.9,Lib
NGC5598,G,14:22:28.28,+40:19:11.3,Boo
NGC5599,G,14:23:50.61,+06:34:34.0,Vir
NGC5600,G,14:23:49.52,+14:38:19.6,Boo
NGC5601,G,14:22:53.28,+40:18:34.5,Boo
NGC5602,G,14:22:18.83,+50:30:05.0,Boo
NGC5603,G,14:23:01.53,+40:22:38.7,Boo
NGC5604,G,14:24:42.80,-03:12:43.8,Vir
NGC5605,G,14:25:07.57,-13:09:46.8,Lib
NGC5606,OCl,14:27:47.28,-59:37:56.1,Cen
NGC5607,G,14:19:26.70,+71:35:17.6,UMi
NGC5608,G,14:23:17.89,+41:46:33.2,Boo
NGC5609,G,14:23:48.30,+34:50:34.0,Boo
NGC5610,G,14:24:22.94,+24:36:50.9,Boo
NGC5611,G,14:24:04.78,+33:02:50.6,Boo
NGC5612,G,14:34:01.25,-78:23:15.0,Aps
NGC5613,G,14:24:05.96,+34:53:31.6,Boo
NGC5614,G,14:24:07.59,+34:51:31.9,Boo
NGC5615,G,14:24:06.50,+34:51:54.0,Boo
NGC5616,G,14:24:20.70,+36:27:41.1,Boo
NGC5617,OCl,14:29:44.07,-60:42:39.0,Cen
NGC5618,G,14:27:11.81,-02:15:44.7,Vir
NGC5619,G,14:27:18.23,+04:48:10.2,Vir
NGC5619B,G,14:27:32.37,+04:49:17.8,Vir
NGC5620,Dup,14:19:26.70,+71:35:17.6,UMi
NGC5621,Other,14:27:49.81,+08:14:24.9,Boo
NGC5622,G,14:26:12.19,+48:33:50.4,Boo
NGC5623,G,14:27:08.68,+33:15:09.2,Boo
NGC5624,G,14:26:35.21,+51:35:07.3,Boo
NGC5625,GPair,14:27:01.50,+39:57:25.0,Boo
NGC5625 NED01,G,14:27:00.60,+39:57:22.4,Boo
NGC5625 NED02,G,14:27:02.33,+39:57:26.2,Boo
NGC5626,G,14:29:49.09,-29:44:54.5,Hya
NGC5627,G,14:28:34.28,+11:22:41.7,Boo
NGC5628,G,14:28:25.79,+17:55:27.7,Boo
NGC5629,G,14:28:16.37,+25:50:55.6,Boo
NGC5630,G,14:27:36.61,+41:15:27.9,Boo
NGC5631,G,14:26:33.30,+56:34:57.5,UMa
NGC5632,Dup,14:37:53.34,-00:23:56.0,Vir
NGC5633,G,14:27:28.38,+46:08:47.5,Boo
NGC5634,GCl,14:29:37.28,-05:58:35.1,Vir
NGC5635,G,14:28:31.76,+27:24:32.2,Boo
NGC5636,G,14:29:39.02,+03:15:58.7,Vir
NGC5637,G,14:28:59.60,+23:11:29.4,Boo
NGC5638,G,14:29:40.38,+03:13:59.9,Vir
NGC5639,G,14:28:46.55,+30:24:46.6,Boo
NGC5640,G,14:20:40.81,+80:07:23.2,Cam
NGC5641,G,14:29:16.62,+28:49:18.8,Boo
NGC5642,G,14:29:13.49,+30:01:35.2,Boo
NGC5643,G,14:32:40.74,-44:10:27.9,Lup
NGC5644,G,14:30:25.58,+11:55:40.8,Boo
NGC5645,G,14:30:39.35,+07:16:30.3,Vir
NGC5646,G,14:29:34.01,+35:27:43.0,Boo
NGC5647,G,14:30:36.10,+11:52:36.1,Boo
NGC5648,G,14:30:32.60,+14:01:23.0,Boo
NGC5649,Dup,14:30:32.60,+14:01:23.0,Boo
NGC5650,G,14:31:01.08,+05:58:42.3,Vir
NGC5651,Dup,14:40:11.51,-00:17:20.3,Vir
NGC5652,Dup,14:31:01.08,+05:58:42.3,Vir
NGC5653,G,14:30:10.42,+31:12:55.8,Boo
NGC5654,G,14:30:01.33,+36:21:39.3,Boo
NGC5655,G,14:30:50.93,+13:58:07.5,Boo
NGC5656,G,14:30:25.51,+35:19:15.7,Boo
NGC5657,G,14:30:43.60,+29:10:51.0,Boo
NGC5658,Dup,14:40:56.36,-00:19:05.6,Vir
NGC5659,G,14:31:06.14,+25:21:18.4,Boo
NGC5660,G,14:29:49.81,+49:37:21.6,Boo
NGC5661,G,14:31:57.39,+06:15:01.5,Vir
NGC5662,OCl,14:35:37.58,-56:37:05.1,Cen
NGC5663,G,14:33:56.30,-16:34:51.8,Lib
NGC5664,G,14:33:43.62,-14:37:10.9,Lib
NGC5665,G,14:32:25.74,+08:04:43.1,Boo
NGC5665A,Other,14:32:27.34,+08:04:43.4,Boo
NGC5666,G,14:33:09.21,+10:30:38.9,Boo
NGC5667,G,14:30:22.91,+59:28:11.2,Dra
NGC5668,G,14:33:24.34,+04:27:01.6,Vir
NGC5669,G,14:32:43.49,+09:53:25.6,Boo
NGC5670,G,14:35:36.03,-45:58:01.1,Lup
NGC5671,G,14:27:42.00,+69:41:39.0,UMi
NGC5672,G,14:32:38.34,+31:40:12.6,Boo
NGC5673,G,14:31:30.91,+49:57:31.4,Boo
NGC5674,G,14:33:52.24,+05:27:29.6,Vir
NGC5675,G,14:32:39.83,+36:18:07.9,Boo
NGC5676,G,14:32:46.85,+49:27:28.4,Boo
NGC5677,G,14:34:12.74,+25:28:04.9,Boo
NGC5678,G,14:32:05.61,+57:55:17.2,Dra
NGC5679,GTrpl,14:35:08.70,+05:21:23.0,Vir
NGC5679A,G,14:35:06.39,+05:21:24.6,Vir
NGC5679B,G,14:35:08.76,+05:21:32.2,Vir
NGC5679C,G,14:35:10.99,+05:21:15.4,Vir
NGC5680,G,14:35:44.53,-00:00:48.1,Vir
NGC5681,G,14:35:42.87,+08:18:02.2,Boo
NGC5682,G,14:34:44.98,+48:40:12.9,Boo
NGC5683,G,14:34:52.45,+48:39:42.9,Boo
NGC5684,G,14:35:50.16,+36:32:35.6,Boo
NGC5685,G,14:36:15.37,+29:54:30.2,Boo
NGC5686,G,14:36:02.59,+36:30:11.5,Boo
NGC5687,G,14:34:52.40,+54:28:33.1,Boo
